,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud,poa,flow,trans,pump,Qaux,Qproc,Qdel,Qloss,Qtrans,Qusef,Tcold,Thot,Tmains,Ttank,Tdel,Vcold,Vhot,Qcol,EffCol,Qsto,Qpeak,Qgross
2018-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,2.55,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-9.494277575028624,11.671703903124367,0.0,0.0,89.9895866751569,130.0,90.0,89.9895866751569,89.9895866751569,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,2.88,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-11.26522848022118,11.671379985300419,0.0,0.0,89.98764429598047,130.0,90.0,89.98764429598047,89.98764429598047,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,2.67,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-11.595560839258628,11.67131956547816,0.0,0.0,89.98728198740737,130.0,90.0,89.98728198740737,89.98728198740737,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,2.92,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-11.657177153468842,11.671308295474933,0.0,0.0,89.98721440662617,130.0,90.0,89.98721440662617,89.98721440662617,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,3.35,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-11.668670336233925,11.671306193301044,0.0,0.0,89.98720180090186,130.0,90.0,89.98720180090186,89.98720180090186,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,3.57,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-11.67081413941674,11.671305801186243,0.0,0.0,89.98719944957826,130.0,90.0,89.98719944957826,89.98719944957826,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 06:00:00,3.46,0.0,3.43,0.04,3.58,0.0,3.58,0.0,5.16,3.91,1.0,0.0,3.5999999046325684,784857.7659962048,2.892922452616902,0.0,0.0,0.0,-11.67121401924382,11.67130572804576,5.207260662042022,0.0,89.98719901099001,130.0,90.0,89.98719901099001,89.98719901099001,180.0,0.0,6039.71001595223,0.0,0.0,0.0,0.0
2018-01-01 07:00:00,101.49,74.39,24.63,2.47,238.32,212.58,25.74,911.95,7.95,4.21,0.0,0.0,239.3718402929061,784857.7659962048,20.652253113592057,0.0,0.0,0.0,-11.671288608135004,11.671305714402994,37.17405737013859,0.0,89.9871989291809,130.0,90.0,89.9871989291809,89.9871989291809,180.0,0.0,6039.710028300859,0.0,0.0,0.0,0.0
2018-01-01 08:00:00,369.16,334.29,29.64,5.23,503.64,472.66,30.98,1057.46,11.28,2.52,0.0,0.0,504.29087116368873,784857.7659962048,24.9112773352357,0.0,0.0,0.0,-11.671302521062886,11.671305711858233,44.84030133322418,0.0,89.9871989139212,130.0,90.0,89.9871989139212,89.9871989139212,180.0,0.0,6039.7100306042275,0.0,0.0,0.0,0.0
2018-01-01 09:00:00,632.81,593.02,31.99,7.8,751.9,718.46,33.44,1120.06,13.96,1.94,0.0,0.0,752.1314107705203,784857.7659962048,665.2975883611289,0.052941177500199145,0.0,0.0,552.2545596126112,12.99960921988442,1197.5357159299238,600.7924923271624,89.24645390286125,90.60571287071431,90.0,90.1571574113228,90.60571287071431,180.0,0.0,205.17258975871,0.7987865999529007,600.7924923271624,0.0,540.7132430944462
2018-01-01 10:00:00,858.8,815.55,33.28,9.97,961.48,926.7,34.78,1154.01,15.41,3.98,0.0,0.0,961.6184678946535,784857.7659962048,909.3470788817483,0.052941177500199145,0.0,0.0,944.4224988269309,13.025869486394816,1636.8248197321504,987.0826817341624,88.80262408507929,91.03584271596222,90.0,90.29888056777085,91.03584271596222,180.0,0.0,337.0919455616068,1.0264805790338654,987.0826817341624,0.0,888.3744135607462
2018-01-01 11:00:00,1026.32,980.74,34.0,11.58,1115.88,1080.34,35.54,1173.2,16.52,6.54,0.0,0.0,1115.889850587672,784857.7659962048,1090.3552606910382,0.052941177500199145,0.0,0.0,1237.7241894086148,13.04587504127072,1962.6395624642414,1273.3460304293376,88.47666281204842,91.35753604722636,90.0,90.40684787961764,91.35753604722636,180.0,0.0,434.85180999880413,1.1411036938446415,1273.3460304293376,0.0,1146.011427386404
2018-01-01 12:00:00,1120.55,1073.7,34.37,12.47,1202.4,1166.48,35.92,1181.98,17.18,7.53,0.0,0.0,1202.3998656023368,784857.7659962048,1192.2487044051218,0.052941177500199145,0.0,0.0,1408.439453590356,13.058156609007055,2146.047769861014,1435.3571735611451,88.29736230495881,91.5447765705365,90.0,90.47312986289586,91.5447765705365,180.0,0.0,490.1791421985878,1.1937436244157507,1435.3571735611451,0.0,1291.8214562050307
2018-01-01 13:00:00,1134.8,1087.77,34.42,12.61,1215.48,1179.5,35.98,1183.51,18.15,8.97,0.0,0.0,1215.4902685005513,784857.7659962048,1207.6175474812435,0.052941177500199145,0.0,0.0,1448.0169969297601,13.062035916343065,2173.7116887119982,1465.4567724781466,88.27267232264158,91.58818522506847,90.0,90.4940659672676,91.58818522506847,180.0,0.0,500.4582531052143,1.2056507653376427,1465.4567724781466,0.0,1318.911095230332
2018-01-01 14:00:00,1067.92,1021.75,34.2,11.97,1154.16,1118.42,35.74,1178.06,19.08,9.5,0.0,0.0,1154.1872836551938,784857.7659962048,1135.2528932040423,0.052941177500199145,0.0,0.0,1351.969519502954,13.057169559044814,2043.4553048261903,1359.5350784822845,88.40696926750951,91.48284033969918,90.0,90.4678028858766,91.48284033969918,180.0,0.0,464.2856501744075,1.1779154888769654,1359.5350784822845,0.0,1223.581570634056
2018-01-01 15:00:00,924.63,880.42,33.6,10.61,1022.38,987.26,35.12,1163.65,20.31,9.82,0.0,0.0,1022.3738708639362,784857.7659962048,980.214644659136,0.052941177500199145,0.0,0.0,1129.3391329477665,13.044018609886557,1764.3864441903,1127.5425044155747,88.68765828356905,91.23865930361471,90.0,90.39682896699965,91.23865930361471,180.0,0.0,385.0594317480033,1.1028670983764168,1127.5425044155747,0.0,1014.7882539740173
2018-01-01 16:00:00,717.07,675.9,32.55,8.62,830.52,796.5,34.02,1136.99,19.65,9.74,0.0,0.0,830.6922423168835,784857.7659962048,755.9527358756775,0.052941177500199145,0.0,0.0,788.585974125728,13.023120100618256,1360.7149892067102,778.02544272607,89.10468272139607,90.86492119599302,90.0,90.28404249937603,90.86492119599302,180.0,0.0,265.69821863777236,0.9365989028091553,778.02544272607,0.0,700.222898453463
2018-01-01 17:00:00,463.28,426.45,30.67,6.16,593.38,561.32,32.06,1088.28,18.65,8.35,0.0,0.0,593.8800494232291,784857.7659962048,482.2712744638132,0.052941177500199145,0.0,0.0,367.666755575214,12.996676651389503,868.0883352668452,350.8223998797382,89.60954114480636,90.40325694393886,90.0,90.14133073022514,90.40325694393886,180.0,0.0,119.80699034683339,0.5907293909274335,350.8223998797382,0.0,315.7401598917644
2018-01-01 18:00:00,189.08,158.84,26.85,3.4,327.52,299.46,28.06,975.89,17.24,6.55,0.0,0.0,328.3792581624091,784857.7659962048,22.580867826549074,0.0,0.0,0.0,-75.89799334010536,11.659558254676616,40.64556401834894,0.0,89.9167550713212,90.14133073022514,90.0,89.9167550713212,89.9167550713212,180.0,0.0,33.89844806899881,0.0,0.0,0.0,0.0
2018-01-01 19:00:00,16.59,0.0,15.84,0.74,71.48,54.92,16.56,623.91,15.25,4.81,0.0,0.0,73.16256701852893,784857.7659962048,13.339587524768088,0.0,0.0,0.0,-23.651396844689824,11.669114478847412,24.011258685056095,0.0,89.97405914495437,90.14133073022514,90.0,89.97405914495437,89.97405914495437,180.0,0.0,25.248716510037628,0.0,0.0,0.0,0.0
2018-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.22,3.16,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-13.905931049494646,11.670896984542225,0.0,0.0,89.98474797306906,90.14133073022514,90.0,89.98474797306906,89.98474797306906,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,2.19,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-12.088126447178421,11.671229472195845,0.0,0.0,89.98674174138641,90.14133073022514,90.0,89.98674174138641,89.98674174138641,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.67,2.04,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-11.74905455038426,11.671291490533367,0.0,0.0,89.98711363548563,90.14133073022514,90.0,89.98711363548563,89.98711363548563,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,1.85,1.0,0.0,0.0,784857.7659962048,0.0,0.0,0.0,0.0,-11.685808065566377,11.671303058704837,0.0,0.0,89.98718300423816,90.14133073022514,90.0,89.98718300423816,89.98718300423816,180.0,0.0,0.0,0.0,0.0,0.0,0.0
