,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud,poa,flow,trans,pump,Qaux,Qproc,Qdel,Qloss,Qtrans,Qusef,Tcold,Thot,Tmains,Ttank,Tdel,Vcold,Vhot,Qcol,EffCol,Qsto,Qpeak,Qgross
2018-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,2.55,1.0,0.0,0.0,757155.9535104365,0.0,0.0,0.0,0.0,-9.429872588997977,11.67165257917772,0.0,0.0,89.98927891016885,130.0,90.0,89.98927891016885,89.98927891016885,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,2.88,1.0,0.0,0.0,757155.9535104365,0.0,0.0,0.0,0.0,-11.240795405058943,11.671309231682631,0.0,0.0,89.98722002061281,130.0,90.0,89.98722002061281,89.98722002061281,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,2.67,1.0,0.0,0.0,757155.9535104365,0.0,0.0,0.0,0.0,-11.588566959215239,11.671243294862505,0.0,0.0,89.98682462926074,130.0,90.0,89.98682462926074,89.98682462926074,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,2.92,1.0,0.0,0.0,757155.9535104365,0.0,0.0,0.0,0.0,-11.655353380377232,11.671230632285058,0.0,0.0,89.98674869788266,130.0,90.0,89.98674869788266,89.98674869788266,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,3.35,1.0,0.0,0.0,757155.9535104365,0.0,0.0,0.0,0.0,-11.668179116107451,11.671228200550145,0.0,0.0,89.98673411593963,130.0,90.0,89.98673411593963,89.98673411593963,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,3.57,1.0,0.0,0.0,757155.9535104365,0.0,0.0,0.0,0.0,-11.67064218411925,11.67122773355717,0.0,0.0,89.98673131560768,130.0,90.0,89.98673131560768,89.98673131560768,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 06:00:00,3.46,0.0,3.43,0.04,3.58,0.0,3.58,0.0,5.16,3.91,1.0,0.0,3.5999999046325684,757155.9535104365,2.892922452616902,0.0,0.0,0.0,-11.671115194326376,11.67122764387534,5.207260662042022,0.0,89.98673077782895,130.0,90.0,89.98673077782895,89.98673077782895,180.0,0.0,6039.780693146597,0.0,0.0,0.0,0.0
2018-01-01 07:00:00,101.49,74.39,24.63,2.47,238.32,212.58,25.74,911.95,7.95,4.21,0.0,0.0,239.3718402929061,757155.9535104365,20.652253113592057,0.0,0.0,0.0,-11.67120603170652,11.67122762665275,37.17405737013859,0.0,89.98673067455336,130.0,90.0,89.98673067455336,89.98673067455336,180.0,0.0,6039.780708735473,0.0,0.0,0.0,0.0
2018-01-01 08:00:00,369.16,334.29,29.64,5.23,503.64,472.66,30.98,1057.46,11.28,2.52,0.0,0.0,504.29087116368873,757155.9535104365,24.9112773352357,0.0,0.0,0.0,-11.67122347622321,11.671227623345303,44.84030133322418,0.0,89.98673065472019,130.0,90.0,89.98673065472019,89.98673065472019,180.0,0.0,6039.7807117291795,0.0,0.0,0.0,0.0
2018-01-01 09:00:00,632.81,593.02,31.99,7.8,751.9,718.46,33.44,1120.06,13.96,1.94,0.0,0.0,752.1314107705203,757155.9535104365,665.2975883611289,0.052941177500199145,0.0,0.0,548.4313647238149,13.002909724580562,1197.5357159299238,600.7950805572975,89.26426236323611,90.62352718681318,90.0,90.17496979503275,90.62352718681318,180.0,0.0,205.17347364771572,0.7987900411469501,600.7950805572975,0.0,540.7155725015677
