,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud,poa,flow,trans,pump,Qaux,Qproc,Qdel,Qloss,Qtrans,Qusef,Tcold,Thot,Tmains,Ttank,Tdel,Vcold,Vhot,Qcol,EffCol,Qsto,Qpeak,Qgross
2018-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,2.55,1.0,0.0,0.0,285215.5999810247,0.0,0.0,0.0,0.0,-7.154575746801917,11.669839408785542,0.0,0.0,89.97840620063359,130.0,90.0,89.97840620063359,89.97840620063359,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,2.88,1.0,0.0,0.0,285215.5999810247,0.0,0.0,0.0,0.0,-9.921951481781672,11.66844652739121,0.0,0.0,89.97005376178781,130.0,90.0,89.97005376178781,89.97005376178781,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,2.67,1.0,0.0,0.0,285215.5999810247,0.0,0.0,0.0,0.0,-10.992366937509308,11.667907763625363,0.0,0.0,89.96682305497755,130.0,90.0,89.96682305497755,89.96682305497755,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,2.92,1.0,0.0,0.0,285215.5999810247,0.0,0.0,0.0,0.0,-11.406401516696109,11.66769937086732,0.0,0.0,89.96557342397914,130.0,90.0,89.96557342397914,89.96557342397914,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,3.35,1.0,0.0,0.0,285215.5999810247,0.0,0.0,0.0,0.0,-11.56654927225956,11.667618764961063,0.0,0.0,89.96509006918285,130.0,90.0,89.96509006918285,89.96509006918285,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,3.57,1.0,0.0,0.0,285215.5999810247,0.0,0.0,0.0,0.0,-11.628494107066839,11.667587586756099,0.0,0.0,89.96490310850454,130.0,90.0,89.96490310850454,89.96490310850454,180.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01 06:00:00,3.46,0.0,3.43,0.04,3.58,0.0,3.58,0.0,5.16,3.91,1.0,0.0,3.5999999046325684,285215.5999810247,2.892922452616902,0.0,0.0,0.0,-11.652454246540897,11.66757552708814,5.207260662042022,0.0,89.96483079248429,130.0,90.0,89.96483079248429,89.96483079248429,180.0,0.0,6043.0863742677875,0.0,0.0,0.0,0.0
2018-01-01 07:00:00,101.49,74.39,24.63,2.47,238.32,212.58,25.74,911.95,7.95,4.21,0.0,0.0,239.3718402929061,285215.5999810247,20.652253113592057,0.0,0.0,0.0,-11.661721981051128,11.66757086243245,37.17405737013859,0.0,89.96480282079084,130.0,90.0,89.96480282079084,89.96480282079084,180.0,0.0,6043.090596439517,0.0,0.0,0.0,0.0
2018-01-01 08:00:00,369.16,334.29,29.64,5.23,503.64,472.66,30.98,1057.46,11.28,2.52,0.0,0.0,504.29087116368873,285215.5999810247,24.9112773352357,0.0,0.0,0.0,-11.665306722417672,11.667569058152862,44.84030133322418,0.0,89.96479200139517,130.0,90.0,89.96479200139517,89.96479200139517,180.0,0.0,6043.092229567184,0.0,0.0,0.0,0.0
2018-01-01 09:00:00,632.81,593.02,31.99,7.8,751.9,718.46,33.44,1120.06,13.96,1.94,0.0,0.0,752.1314107705203,285215.5999810247,665.2975883611289,0.052941177500199145,0.0,0.0,413.369794828368,13.118533637145955,1197.5357159299238,600.916343062195,89.88808538625807,91.2476245593807,90.0,90.79897663225023,91.2476245593807,180.0,0.0,205.21488518745434,0.7989512663040981,600.916343062195,0.0,540.8247087559755
2018-01-01 10:00:00,858.8,815.55,33.28,9.97,961.48,926.7,34.78,1154.01,15.41,3.98,0.0,0.0,961.6184678946535,285215.5999810247,909.3470788817483,0.052941177500199145,0.0,0.0,791.4101435335829,13.277019590240345,1636.8248197321504,983.5361631878695,90.16342364783894,92.38861848148693,90.0,91.65430418638309,92.38861848148693,180.0,0.0,335.8807979456438,1.0227925066177257,983.5361631878695,0.0,885.1825468690826
2018-01-01 11:00:00,1026.32,980.74,34.0,11.58,1115.88,1080.34,35.54,1173.2,16.52,6.54,0.0,0.0,1115.889850587672,285215.5999810247,1090.3552606910382,0.052941177500199145,0.0,0.0,1101.0614261863795,13.411139116906224,1962.6395624642414,1265.82442182378,90.45934585173475,93.32320187368124,90.0,92.3781293864389,93.32320187368124,180.0,0.0,432.2831562015895,1.1343632359028506,1265.82442182378,0.0,1139.2419796414022
2018-01-01 12:00:00,1120.55,1073.7,34.37,12.47,1202.4,1166.48,35.92,1181.98,17.18,7.53,0.0,0.0,1202.3998656023368,285215.5999810247,1192.2487044051218,0.052941177500199145,0.0,0.0,1306.1919193997012,13.503920476608213,2146.047769861014,1424.3982004533389,90.71970247132901,93.94232268127938,90.0,92.87885801199576,93.94232268127938,180.0,0.0,486.43661724639657,1.1846293743053546,1424.3982004533389,0.0,1281.958380408005
2018-01-01 13:00:00,1134.8,1087.77,34.42,12.61,1215.48,1179.5,35.98,1183.51,18.15,8.97,0.0,0.0,1215.4902685005513,285215.5999810247,1207.6175474812435,0.052941177500199145,0.0,0.0,1389.968695705669,13.546944555907748,2173.7116887119982,1452.067662766788,90.90995529424819,94.19517609469452,90.0,93.11105323054723,94.19517609469452,180.0,0.0,495.88582860070363,1.1946353668121774,1452.067662766788,0.0,1306.8608964901093
2018-01-01 14:00:00,1067.92,1021.75,34.2,11.97,1154.16,1118.42,35.74,1178.06,19.08,9.5,0.0,0.0,1154.1872836551938,285215.5999810247,1135.2528932040423,0.052941177500199145,0.0,0.0,1343.8230541643613,13.535955393221277,2043.4553048261903,1344.957905739593,91.01300918487512,94.05590022980164,90.0,93.05174618497588,94.05590022980164,180.0,0.0,459.30749828140864,1.1652856731190522,1344.957905739593,0.0,1210.4621151656336
