,enerProc,Meses,Dia,enerSol,enerSol_MW,SF,enerHPump_util,enerHPump_util_MW,enerHPump_excess,HPumpF,enerCald_util,enerCald_util_MW,enerCald_excess,CaldF,ElectrHPump,enerPeak,enerSto
1,135.18079218774932,Enero,1,11.246990247361989,0.46862459364008285,8.319961782544755,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,11.246990247361989,0.0
2,135.18079218774932,Enero,2,11.31779318109206,0.47157471587883587,8.372338257474517,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,11.31779318109206,0.0
3,135.18079218774932,Enero,3,11.265586412626174,0.4693994338594239,8.333718297034148,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,11.265586412626174,0.0
4,135.18079218774932,Enero,4,11.17140717755955,0.46547529906498125,8.264049201637945,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,11.17140717755955,0.0
5,135.18079218774932,Enero,5,11.126343201489256,0.4635976333953857,8.230713122346662,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,11.126343201489256,0.0
6,135.18079218774932,Enero,6,11.373815377343716,0.47390897405598814,8.413780680872842,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,11.373815377343716,0.0
7,135.18079218774932,Enero,7,11.29093816546591,0.47045575689441294,8.352472257881283,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,11.29093816546591,0.0
8,135.18079218774932,Enero,8,10.875283035153197,0.4531367931313832,8.044991347623396,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.875283035153197,0.0
9,135.18079218774932,Enero,9,10.887143176274245,0.4536309656780935,8.053764887805476,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.887143176274245,0.0
10,135.18079218774932,Enero,10,5.338069963431662,0.2224195818096526,3.9488376100191416,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,5.338069963431662,0.0
11,135.18079218774932,Enero,11,10.704035291586763,0.44600147048278177,7.91831081794534,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.704035291586763,0.0
12,135.18079218774932,Enero,12,10.670332896102344,0.44459720400426433,7.893379468647127,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.670332896102344,0.0
13,135.18079218774932,Enero,13,9.262828136377468,0.3859511723490612,6.852177729149974,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,9.262828136377468,0.0
14,135.18079218774932,Enero,14,10.604199028122816,0.44184162617178396,7.844456935416462,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.604199028122816,0.0
15,135.18079218774932,Enero,15,11.042065808189372,0.46008607534122387,8.168368915055117,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,11.042065808189372,0.0
16,135.18079218774932,Enero,16,10.35782937621715,0.43157622400904794,7.6622049690546365,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.35782937621715,0.0
17,135.18079218774932,Enero,17,7.489281916542462,0.3120534131892692,5.540196795222785,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,7.489281916542462,0.0
18,135.18079218774932,Enero,18,10.617069584504842,0.4423778993543684,7.853977930354966,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.617069584504842,0.0
19,135.18079218774932,Enero,19,10.89012477507705,0.45375519896154376,8.0559705257179,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.89012477507705,0.0
20,135.18079218774932,Enero,20,10.86456180307551,0.45269007512814624,8.03706031548179,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.86456180307551,0.0
21,135.18079218774932,Enero,21,10.697891267750048,0.4457454694895853,7.913765775904026,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.697891267750048,0.0
22,135.18079218774932,Enero,22,10.773568403904543,0.44889868349602263,7.969747942401015,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.773568403904543,0.0
23,135.18079218774932,Enero,23,10.947990933038957,0.4561662888766232,8.098777019913864,24.0,1.0,0,17.754001594151767,18.0,0.75,0,13.315501195613825,12.0,10.947990933038957,0.0
