,enerProc,Meses,Dia,enerSol,enerSol_MW,SF,enerHPump_util,enerHPump_util_MW,enerHPump_excess,HPumpF,enerCald_util,enerCald_util_MW,enerCald_excess,CaldF,ElectrHPump,enerPeak,enerSto
1,322.45872671374764,Enero,1,229.40410526215155,9.558504385922982,71.14216061077411,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.50839926249562,124.32856222183992
2,322.45872671374764,Enero,2,230.84087834827386,9.618369931178078,71.5877286686663,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.33632535476775,126.11616999278456
3,322.45872671374764,Enero,3,229.80111225071275,9.575046343779698,71.26527930959404,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.55065072177074,124.72273503215779
4,322.45872671374764,Enero,4,227.87761146124328,9.494900477551804,70.66876861531935,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.44791946542486,122.69965777313159
5,322.45872671374764,Enero,5,226.9458970691101,9.456079044546254,70.37982794944607,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.53886620458513,121.56336762724996
6,322.45872671374764,Enero,6,232.1233321150196,9.671805504792482,71.98543965010431,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.55709878180053,127.2958148146878
7,322.45872671374764,Enero,7,230.42102977856047,9.600876240773353,71.45752640247485,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.60216660476091,125.35429241533286
8,322.45872671374764,Enero,8,221.7062743830443,9.237761432626845,68.75493079145502,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.26553700787393,116.0452637501893
9,322.45872671374764,Enero,9,222.0006405319372,9.250026688830717,68.84621879965776,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,117.24024404426217,116.40044054186112
10,322.45872671374764,Enero,10,112.80688933482283,4.7002870556176175,34.98335755538833,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,92.68282756606392,22.360068631954352
11,322.45872671374764,Enero,11,218.16905387589247,9.090377244828852,67.65797784395676,24.0,1.0,0,7.442812990235873,18.0,0.75,0,5.582109742676904,12.0,116.92329468339052,112.49528799166883
