,enerProc,Meses,Dia,enerSol,enerSol_MW,SF,enerHPump_util,enerHPump_util_MW,enerHPump_excess,HPumpF,enerCald_util,enerCald_util_MW,enerCald_excess,CaldF,ElectrHPump,enerPeak,enerSto
1,381.1589234629797,Enero,1,11.369589251081187,0.47373288546171616,2.9828999273541776,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,11.369589251081187,0.0
2,381.1589234629797,Enero,2,11.441460292697819,0.47672751219574244,3.001755852584435,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,11.441460292697819,0.0
3,381.1589234629797,Enero,3,11.38839265931012,0.47451636080458837,2.987833147350209,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,11.38839265931012,0.0
4,381.1589234629797,Enero,4,11.29317888848365,0.47054912035348545,2.9628530760556906,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,11.29317888848365,0.0
5,381.1589234629797,Enero,5,11.247474409494297,0.4686447670622624,2.9508621514896043,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,11.247474409494297,0.0
6,381.1589234629797,Enero,6,11.497905558149476,0.4790793982562282,3.01656470578898,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,11.497905558149476,0.0
7,381.1589234629797,Enero,7,11.413994182791736,0.4755830909496557,2.9945499056118328,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,11.413994182791736,0.0
8,381.1589234629797,Enero,8,10.993644104480508,0.4580685043533545,2.884267802154256,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,10.993644104480508,0.0
9,381.1589234629797,Enero,9,11.005676104663374,0.45856983769430726,2.887424490727503,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,11.005676104663374,0.0
10,381.1589234629797,Enero,10,5.388196853264769,0.22450820221936538,1.4136352375830183,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,5.388196853264769,0.0
11,381.1589234629797,Enero,11,10.820643396214253,0.4508601415089272,2.8388797244740918,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,10.820643396214253,0.0
12,381.1589234629797,Enero,12,10.78651458619259,0.44943810775802456,2.8299257664474533,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,10.78651458619259,0.0
13,381.1589234629797,Enero,13,9.361054559819994,0.39004393999249976,2.45594527205899,24.0,1.0,0,6.296586154129752,18.0,0.75,0,4.722439615597314,12.0,9.361054559819994,0.0
