,enerProc,enerSol,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,SF,HPumpF,CaldF,TotalF,FracFalt,enerPeak,enerSto
1,4190.604557820229,4190.604557820229,0.0,0,0.0,0,365.0,100.0,0.0,0.0,100.0,0.0,1560.1619915505185,5285.39720165892
2,3826.2041614880327,3826.2041614880327,0.0,0,0.0,0,365.0,100.0,0.0,0.0,100.0,0.0,1333.6290891187348,4199.842599999114
3,4544.719459094658,4544.719459094658,0.0,0,0.0,0,365.0,100.0,0.0,0.0,100.0,0.0,1471.9611598174422,3947.841309638149
4,5313.323485014325,3304.8855193191,730.0,0,547.5,0,365.0,62.199968224035004,13.739046795454652,10.304285096590988,86.24330011608063,13.756699883919367,1372.453886783102,2147.1462583733314
5,5879.254279748159,2372.712688039764,730.0,0,547.5,0,365.0,40.35737484961104,12.416540691471333,9.3124055186035,62.086321059685865,37.913678940314135,1282.7832320879468,1211.0327288353528
6,5826.096229100416,1754.8454765511374,730.0,0,547.5,0,365.0,30.120434121667365,12.529830804265934,9.39737310319945,52.04763802913275,47.95236197086725,1049.3525850099356,783.8809906013355
7,6365.643912701954,2110.5372978310374,730.0,0,547.5,0,365.0,33.155126594808245,11.467810798266047,8.600858098699536,53.22379549177383,46.77620450822617,1260.6452009201928,944.3245521231609
8,6024.361390975781,2943.748960576231,730.0,0,547.5,0,365.0,48.864083170472355,12.117466941699526,9.088100206274644,70.06965031844653,29.930349681553466,1452.724827201257,1656.6934815277489
9,5536.4697492199,4201.917671032557,730.0,0,547.5,0,365.0,75.8952520534338,13.185297365760166,9.888973024320125,98.9695224435141,1.0304775564859057,1709.8264226790143,2768.990275948381
10,4886.165242647144,4886.165242647144,0.0,0,0.0,0,365.0,100.0,0.0,0.0,100.0,0.0,1597.8247782278827,4170.967944981303
11,4031.5222342601505,4031.5222342601505,0.0,0,0.0,0,365.0,100.0,0.0,0.0,100.0,0.0,1344.6619667782206,5118.426986886546
12,4306.585759233484,4306.585759233484,0.0,0,0.0,0,365.0,100.0,0.0,0.0,100.0,0.0,1491.5522215684925,5444.043200502395
