,enerProc,enerSol,SF,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,CaldF,HPumpF,TotalF,FracFalt,enerPeak,enerSto
1,9512.66641307259,332.00239096251823,3.490108625130286,730.0,0,547.5,0,365.0,5.7554840696149006,7.673978759486532,16.919571454231722,83.08042854576829,332.00239096251823,0.0
2,8685.478029327149,269.38297475254006,3.101533085950466,730.0,0,547.5,0,365.0,6.303625409578223,8.40483387943763,17.809992374966317,82.19000762503369,269.38297475254006,0.0
3,10339.854796818034,265.1224410442079,2.564082825667882,730.0,0,547.5,0,365.0,5.295045344045707,7.06006045872761,14.9191886284412,85.0808113715588,265.1224410442079,0.0
4,12132.09629493316,176.7560973199247,1.456929561247754,730.0,0,547.5,0,365.0,4.51282273640259,6.017096981870121,11.986849279520467,88.01315072047953,176.7560973199247,0.0
5,13372.87887055132,126.52238176468,0.9461117758517759,730.0,0,547.5,0,365.0,4.09410722477761,5.458809633036813,10.499028633666198,89.5009713663338,126.52238176468,0.0
6,13235.014139927081,92.42076465398853,0.6983049936847119,730.0,0,547.5,0,365.0,4.136754175035709,5.515672233380946,10.350731402101367,89.64926859789864,92.42076465398853,0.0
7,14475.796715545239,110.27721176078146,0.7618040922221379,730.0,0,547.5,0,365.0,3.782175245746936,5.042900327662581,9.586879665631654,90.41312033436834,110.27721176078146,0.0
8,13648.608331799805,155.74184821172312,1.1410822585395843,730.0,0,547.5,0,365.0,4.011397987913414,5.348530650551219,10.501010897004218,89.49898910299578,155.74184821172312,0.0
9,12545.690486805875,222.18354791031987,1.7709949734850159,730.0,0,547.5,0,365.0,4.364048360477233,5.8187311473029775,11.953774481265226,88.04622551873477,222.18354791031987,0.0
10,11029.178449939234,281.334258082221,2.5508178996212636,730.0,0,547.5,0,365.0,4.964105010042851,6.618806680057135,14.13372958972125,85.86627041027874,281.334258082221,0.0
11,9099.072221199867,309.65919708295166,3.403195287992976,730.0,0,547.5,0,365.0,6.0170969818701225,8.022795975826831,17.443088245689932,82.55691175431006,309.65919708295166,0.0
12,9788.395874321068,332.23286515656565,3.3941502716307905,730.0,0,547.5,0,365.0,5.593357757794763,7.457810343726351,16.445318373151903,83.5546816268481,332.23286515656565,0.0
