,enerProc,enerSol,SF,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,CaldF,HPumpF,TotalF,FracFalt,enerPeak,enerSto
1,6838.582490929625,331.0147692343811,4.840400326725948,730.0,0,547.5,0,365.0,8.006045123037973,10.674726830717297,23.52117228048122,76.47882771951878,331.0147692343811,0.0
2,6243.923143892266,268.6120042712453,4.3019748654978,730.0,0,547.5,0,365.0,8.768525610946352,11.691367481261802,24.761867957705956,75.23813204229404,268.6120042712453,0.0
3,7433.2418379669825,264.43894956773954,3.557518446622537,730.0,0,547.5,0,365.0,7.365561513194936,9.820748684259915,20.743828644077393,79.2561713559226,264.43894956773954,0.0
4,8721.670423214591,176.37898134389323,2.0223073423460582,730.0,0,547.5,0,365.0,6.277467198745685,8.369956264994247,16.66973080608599,83.330269193914,176.37898134389323,0.0
5,9613.65944377063,126.28107116649359,1.3135588160273353,730.0,0,547.5,0,365.0,5.695021788552786,7.593362384737048,14.601942989317171,85.39805701068283,126.28107116649359,0.0
6,9514.549552597737,92.25162224105677,0.9695847578603393,730.0,0,547.5,0,365.0,5.754344932183545,7.67245990957806,14.396389599621944,85.60361040037806,92.25162224105677,0.0
7,10406.538573153775,110.08535372746256,1.0578479381362673,730.0,0,547.5,0,365.0,5.261115366567812,7.014820488757083,13.333783793461162,86.66621620653883,110.08535372746256,0.0
8,9811.879226116418,155.44844920927332,1.5842882451662672,730.0,0,547.5,0,365.0,5.579970843329496,7.439961124439328,14.604220212935093,85.39577978706491,155.44844920927332,0.0
9,9019.000096733274,221.70660947074907,2.458217175882416,730.0,0,547.5,0,365.0,6.070517730655165,8.094023640873555,16.622758547411138,83.37724145258886,221.70660947074907,0.0
10,7928.791293831448,280.6304829353991,3.539385418729938,730.0,0,547.5,0,365.0,6.9052139186202535,9.206951891493672,19.65155122884386,80.34844877115614,280.6304829353991,0.0
11,6541.252817410946,308.76817447763574,4.720321673789814,730.0,0,547.5,0,365.0,8.369956264994245,11.159941686658993,24.250219625443055,75.74978037455695,308.76817447763574,0.0
12,7036.802273275411,331.30094243271725,4.708117829187022,730.0,0,547.5,0,365.0,7.780522725205918,10.374030300274557,22.862670854667495,77.1373291453325,331.30094243271725,0.0
