,enerProc,enerSol,SF,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,CaldF,HPumpF,enerPeak,enerSto
1,6690.253007784352,319.49801364242944,4.775574455415691,730,0,547.5,0,365.0,8.18354701029937,10.911396013732492,319.49801364242944,0.0
2,6108.491876672669,261.48558831526054,4.2806897937252115,730,0,547.5,0,365.0,8.962932439851691,11.950576586468923,261.48558831526054,0.0
3,7255.593461808206,262.0591618268943,3.611822564292144,730,0,547.5,0,365.0,7.545902383890657,10.061203178520875,262.0591618268943,0.0
4,8482.66113790479,190.88851682190943,2.2503376442673595,730,0,547.5,0,365.0,6.454342465166916,8.605789953555888,190.88851682190943,0.0
5,9386.163281670712,151.3187078042465,1.6121465529983,730,0,547.5,0,365.0,5.8330542903420115,7.777405720456016,151.3187078042465,0.0
6,9301.29705215012,120.27138207950706,1.2930603270186358,730,0,547.5,0,365.0,5.886275827234633,7.8483677696461775,120.27138207950706,0.0
7,10491.092397714016,135.16423092014813,1.2883713706458262,730,0,547.5,0,365.0,5.218712973296269,6.958283964395026,135.16423092014813,0.0
8,9628.772269501698,182.621180365571,1.8966195819586238,730,0,547.5,0,365.0,5.686083175257544,7.5814442336767245,182.621180365571,0.0
9,8838.911637010278,244.2696806645335,2.763571927133289,730,0,547.5,0,365.0,6.194201531640036,8.258935375520048,244.2696806645335,0.0
10,7800.707811990542,299.11569100467005,3.8344685920025934,730,0,547.5,0,365.0,7.018593866039087,9.358125154718781,299.11569100467005,0.0
11,6436.279868825917,312.0614213762377,4.848475015632949,730,0,547.5,0,365.0,8.506466641573699,11.341955522098264,312.0614213762377,0.0
12,6875.415690374738,329.7837669462346,4.796564772191396,730,0,547.5,0,365.0,7.9631548790057085,10.617539838674277,329.7837669462346,0.0
