,enerProc,enerSol,SF,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,CaldF,HPumpF,TotalF,FracFalt,enerPeak,enerSto
1,10497.574181157197,332.244997368112,3.164969274182229,730.0,0,547.5,0,365.0,5.215490650999587,6.9539875346661155,15.33444745984793,84.66555254015208,332.244997368112,0.0
2,9584.741643665264,269.572749171399,2.812519723466565,730.0,0,547.5,0,365.0,5.712204046332882,7.616272061777177,16.140995831576625,83.85900416842338,269.572749171399,0.0
3,11410.406718649123,265.29111670157084,2.3249926426196543,730.0,0,547.5,0,365.0,4.798251398919621,6.397668531892828,13.520912573432103,86.4790874265679,265.29111670157084,0.0
4,13388.210549881645,176.8488757732984,1.3209298966011689,730.0,0,547.5,0,365.0,4.0894188058974015,5.452558407863203,10.862907110361775,89.13709288963823,176.8488757732984,0.0
5,14757.459356119534,126.58190751638747,0.857748644002853,730.0,0,547.5,0,365.0,3.709988195040944,4.946650926721259,9.514387765765054,90.48561223423495,126.58190751638747,0.0
6,14605.32059987088,92.4625957429183,0.6330747422534205,730.0,0,547.5,0,365.0,3.7486339054059536,4.9981785405412715,9.379887188200644,90.62011281179936,92.4625957429183,0.0
7,15974.569406108774,110.32453820426232,0.690626053194733,730.0,0,547.5,0,365.0,3.427322427799729,4.569763237066305,8.687711718060767,91.31228828193923,110.32453820426232,0.0
8,15061.736868616845,155.8141385352797,1.034503124669104,730.0,0,547.5,0,365.0,3.6350389385754704,4.846718584767293,9.516260648011867,90.48373935198813,155.8141385352797,0.0
9,13844.626818627605,222.30040966493533,1.6056800416305594,730.0,0,547.5,0,365.0,3.9546028013073795,5.272803735076506,10.833086578014447,89.16691342198556,222.30040966493533,0.0
10,12171.100499892402,281.5071482888605,2.312914500141948,730.0,0,547.5,0,365.0,4.4983606864871435,5.997814248649524,12.809089435278617,87.19091056472138,281.5071482888605,0.0
11,10041.157912411232,309.8790360350403,3.086088663659185,730.0,0,547.5,0,365.0,5.452558407863204,7.270077877150937,15.808724948673328,84.19127505132667,309.8790360350403,0.0
12,10801.851693654506,332.46227273214623,3.0778266741752205,730.0,0,547.5,0,365.0,5.068575421393965,6.75810056185862,14.904502657427804,85.0954973425722,332.46227273214623,0.0
