,enerProc,enerSol,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,SF,HPumpF,CaldF,TotalF,FracFalt,enerPeak,enerSto
1,9996.220528126176,6717.227112386881,730.0,0,547.5,0,365.0,67.19766829359904,7.3027600576239085,5.477070043217931,79.97749839444087,20.02250160555913,3579.9630427313514,3485.8489662839224
2,9126.983960463029,5478.17771835257,730.0,0,547.5,0,365.0,60.02177435704239,7.998261015492853,5.998695761619639,74.01873113415488,25.981268865845124,3068.2146391086703,2677.736754715444
3,10865.457095789323,5484.183938286618,730.0,0,547.5,0,365.0,50.47356857551715,6.7185392530139945,5.038904439760496,62.23101226829164,37.76898773170836,3433.756729718571,2278.252453964497
4,12748.802992392804,3822.4973578078225,730.0,0,547.5,0,365.0,29.98318634375872,5.726027772455109,4.294520829341332,40.003734945555166,59.996265054444834,3063.715552840631,843.090894407991
5,14052.657843887524,2816.0167517105897,730.0,0,547.5,0,365.0,20.039033064022625,5.194746845113913,3.896060133835435,29.12984004297197,70.87015995702802,2667.654277671658,164.8471933765905
6,13907.78508261033,2075.924256415309,730.0,0,547.5,0,365.0,14.926346963837913,5.2488587914171845,3.9366440935628884,24.111849848817986,75.88815015118202,2068.3236303401254,8.44514008353768
7,15211.63993410505,2487.709708962214,730.0,0,547.5,0,365.0,16.353987602511406,4.798956609295711,3.599217456971783,24.7521616687789,75.2478383312211,2466.7781912008595,23.25724195706043
8,14342.403366441904,3449.8349616301534,730.0,0,547.5,0,365.0,24.053395191087812,5.089802464404542,3.817351848303406,32.960549503795754,67.03945049620424,3091.930206201206,397.67195047660806
9,13183.421276224377,4788.162442629104,730.0,0,547.5,0,365.0,36.31957397329257,5.537257626110435,4.152943219582827,46.00977481898583,53.99022518101417,3676.929866705027,1234.702862137863
10,11589.820902175277,5854.575977040762,730.0,0,547.5,0,365.0,50.514809732236024,6.298630549700619,4.723972912275465,61.53741319421211,38.46258680578789,3686.142085328049,2409.370990791904
11,9561.6022442946,6279.8681121804775,730.0,0,547.5,0,365.0,65.67798943872268,7.634703696606815,5.726027772455112,79.0387209077846,20.961279092215406,3168.3732465745948,3457.2165173398703
12,10285.96605068056,6761.401057669996,730.0,0,547.5,0,365.0,65.73423462954786,7.0970485067049225,5.322786380028692,78.15406951628147,21.845930483718533,3492.7000704180327,3631.889985835514
