,enerProc,enerSol,SF,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,CaldF,HPumpF,enerPeak,enerSto
1,6769.164292817639,319.53800709336923,4.720494189104143,730,0,547.5,0,365.0,8.088147610494843,10.784196813993125,319.53800709336923,0.0
2,6180.541310833494,261.51762119720513,4.2313060951280566,730,0,547.5,0,365.0,8.858447382922927,11.811263177230568,261.51762119720513,0.0
3,7357.787274801778,262.0943888000839,3.562135992945581,730,0,547.5,0,365.0,7.441095801655259,9.921461068873679,262.0943888000839,0.0
4,8633.137069100754,190.9156854787225,2.211428869374,730,0,547.5,0,365.0,6.341843012774367,8.455790683699156,190.9156854787225,0.0
5,9516.071542076967,151.33279411886335,1.5902864270168533,730,0,547.5,0,365.0,5.753424588908705,7.671232785211607,151.33279411886335,0.0
6,9417.967711746274,120.28137140506745,1.2771478421512334,730,0,547.5,0,365.0,5.813356095043172,7.751141460057563,120.28137140506745,0.0
7,10644.265590879908,135.17636149164198,1.2699454024095582,730,0,547.5,0,365.0,5.143614609439117,6.858152812585491,135.17636149164198,0.0
8,9712.279202738348,182.63268967390889,1.8804308016846978,730,0,547.5,0,365.0,5.6371937891327715,7.516258385510362,182.63268967390889,0.0
9,8927.448560092826,244.29026814115642,2.736395135707355,730,0,547.5,0,365.0,6.132771265100487,8.177028353467316,244.29026814115642,0.0
10,7848.306426455232,299.13618660464255,3.811474353196865,730,0,547.5,0,365.0,6.976027314051804,9.301369752069071,299.13618660464255,0.0
11,6474.852801825566,312.08289167470576,4.819922571625333,730,0,547.5,0,365.0,8.455790683699156,11.274387578265541,312.08289167470576,0.0
12,6965.371953479017,329.8260959240239,4.735225887819021,730,0,547.5,0,365.0,7.860312466537245,10.48041662204966,329.8260959240239,0.0
