,enerProc,enerSol,SF,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,CaldF,HPumpF,TotalF,FracFalt,enerPeak,enerSto
1,6918.087093895492,331.0543952562695,4.785345873260129,730.0,0,547.5,0,365.0,7.9140374003546885,10.552049867139585,23.2514331407544,76.7485668592456,331.0543952562695,0.0
2,6316.5143031219695,268.6428889073831,4.25302431080707,730.0,0,547.5,0,365.0,8.667755248007518,11.557006997343358,24.477786556157945,75.52221344384205,268.6428889073831,0.0
3,7519.65988466901,264.4662762634332,3.516997847238062,730.0,0,547.5,0,365.0,7.280914408326315,9.70788587776842,20.505798133332796,79.4942018666672,264.4662762634332,0.0
4,8823.067598011641,176.39409603540466,1.9992377262887193,730.0,0,547.5,0,365.0,6.205324779823563,8.273766373098084,16.478328879210366,83.52167112078963,176.39409603540466,0.0
5,9725.426784171914,126.29072363557415,1.2985622784298958,730.0,0,547.5,0,365.0,5.629572996128599,7.506097328171464,14.434232602729956,85.56576739727004,126.29072363557415,0.0
6,9625.164652376334,92.25837367044886,0.9585121605963531,730.0,0,547.5,0,365.0,5.688214381504934,7.584285842006579,14.231012384107867,85.76898761589213,92.25837367044886,0.0
7,10527.523838536616,110.09302769753748,1.0457637464047864,730.0,0,547.5,0,365.0,5.200653148804511,6.9342041984060145,13.180621093615311,86.81937890638469,110.09302769753748,0.0
8,9925.951047763096,155.46019594837293,1.5661995027006235,730.0,0,547.5,0,365.0,5.515844248732056,7.354458998309409,14.43650274974209,85.56349725025791,155.46019594837293,0.0
9,9123.853993398398,221.72578684594743,2.430176842005342,730.0,0,547.5,0,365.0,6.000753633235976,8.001004844314634,16.43193531955595,83.56806468044405,221.72578684594743,0.0
10,8020.970543646947,280.65872239138474,3.499061876167617,730.0,0,547.5,0,365.0,6.825857257805919,9.101143010407892,19.42606214438143,80.57393785561857,280.65872239138474,0.0
11,6617.3006985087295,308.80380240123395,4.666612814962841,730.0,0,547.5,0,365.0,8.273766373098086,11.031688497464115,23.97206768552504,76.02793231447495,308.80380240123395,0.0
12,7118.611357486665,331.3382738432413,4.654535234526771,730.0,0,547.5,0,365.0,7.6911067693587825,10.25480902581171,22.600451029697265,77.39954897030273,331.3382738432413,0.0
