,enerProc,enerSol,SF,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,CaldF,HPumpF,TotalF,FracFalt,enerPeak,enerSto
1,6956.059441580678,331.07302367460403,4.759491008595691,730.0,0,547.5,0,365.0,7.870835558524028,10.494447411365373,23.12477397848509,76.8752260215149,331.07302367460403,0.0
2,6351.184707530188,268.6574093581212,4.230036154350723,730.0,0,547.5,0,365.0,8.620438945050122,11.493918593400162,24.34439369280101,75.655606307199,268.6574093581212,0.0
3,7543.861098460392,264.472792229712,3.505801456016835,730.0,0,547.5,0,365.0,7.25755674520224,9.67674232693632,20.440100528155394,79.5598994718446,264.472792229712,0.0
4,8819.68066520005,176.39055675578555,1.9999653440035816,730.0,0,547.5,0,365.0,6.207707747971864,8.276943663962486,16.484616755937935,83.51538324406206,176.39055675578555,0.0
5,9759.079311307862,126.29296060452543,1.2941073289381875,730.0,0,547.5,0,365.0,5.610160370001408,7.480213826668544,14.38448152560814,85.61551847439186,126.29296060452543,0.0
6,9670.841312469669,92.26093667594805,0.954011483540589,730.0,0,547.5,0,365.0,5.661348194122972,7.54846425883063,14.163823936494191,85.8361760635058,92.26093667594805,0.0
7,10566.446160628304,110.0964005452198,1.0419435150812637,730.0,0,547.5,0,365.0,5.181496140490858,6.908661520654477,13.132101176226598,86.8678988237734,110.0964005452198,0.0
8,9999.945200028327,155.46748149968502,1.5546833346571203,730.0,0,547.5,0,365.0,5.475030003148908,7.300040004198544,14.329753342004572,85.67024665799542,155.46748149968502,0.0
9,9190.085139438497,221.73739059656373,2.4127892966409625,730.0,0,547.5,0,365.0,5.9575073755350605,7.943343167380081,16.313639839556103,83.6863601604439,221.73739059656373,0.0
10,8110.633060285304,280.6838563526509,3.460689865592038,730.0,0,547.5,0,365.0,6.750397853416647,9.000530471222195,19.21161819023088,80.78838180976912,280.6838563526509,0.0
11,6691.995848005949,308.8358955436723,4.6150042910695745,730.0,0,547.5,0,365.0,8.181415715658904,10.908554287545206,23.704974294273683,76.29502570572632,308.8358955436723,0.0
12,7148.578711773095,331.35162130964517,4.635209804208178,730.0,0,547.5,0,365.0,7.658865098572874,10.2118201314305,22.505895034211555,77.49410496578844,331.35162130964517,0.0
