,enerProc,enerSol,enerHPump_util,enerHPump_excess,enerCald_util,enerCald_excess,ElectrHPump,SF,HPumpF,CaldF,TotalF,FracFalt,enerPeak,enerSto
1,8835.690651997567,331.8058785081496,730.0,0,547.5,0,365.0,3.755290803816622,8.261946108705855,6.196459581529392,18.213696494051867,81.78630350594813,331.8058785081496,0.0
2,8067.369725736909,269.2293686743714,730.0,0,547.5,0,365.0,3.337263294323341,9.048798119058794,6.786598589294096,19.17266000267623,80.82733999732378,269.2293686743714,0.0
3,9604.011578258227,264.9860394308944,730.0,0,547.5,0,365.0,2.7591182837677497,7.600990420009385,5.70074281500704,16.060851518784176,83.93914848121582,264.9860394308944,0.0
4,11268.706918489654,176.68098941338425,730.0,0,547.5,0,365.0,1.5678905369655745,6.478116835235272,4.858587626426454,12.904594998627298,87.0954050013727,176.68098941338425,0.0
5,12421.188307880637,126.47424012689993,730.0,0,547.5,0,365.0,1.0182136925390481,5.877054448460867,4.40779083634565,11.303058977345565,88.69694102265444,126.47424012689993,0.0
6,12293.134820170526,92.38696338308107,730.0,0,547.5,0,365.0,0.7515329875947745,5.938273765632335,4.453705324224251,11.14351207745136,88.85648792254864,92.38696338308107,0.0
7,13445.616209561518,110.23893547559929,730.0,0,547.5,0,365.0,0.8198875660098464,5.429278871435275,4.071959153576456,10.321125591021577,89.67887440897843,110.23893547559929,0.0
8,12677.29528330086,155.68335900909057,730.0,0,547.5,0,365.0,1.228048692800933,5.7583260757646855,4.318744556823514,11.305119325389132,88.69488067461087,155.68335900909057,0.0
9,11652.86738161998,222.08880959584113,730.0,0,547.5,0,365.0,1.9058726262185122,6.264552543963779,4.698414407972835,12.868839578155129,87.13116042184487,222.08880959584113,0.0
10,10244.279016808772,281.1942240918044,730.0,0,547.5,0,365.0,2.744890329816496,7.1259285187588,5.3444463890691,15.215265237644399,84.7847347623556,281.1942240918044,0.0
11,8451.530188867238,309.4814024170678,730.0,0,547.5,0,365.0,3.6618386907584095,8.63748911364703,6.478116835235273,18.777444639640713,81.22255536035928,309.4814024170678,0.0
12,9091.797627417787,332.04718516261084,730.0,0,547.5,0,365.0,3.6521620780610955,8.029215232404281,6.021911424303211,17.703288734768584,82.29671126523141,332.04718516261084,0.0
