barra_mnemotecnico	barra_referencia_mnemotecnico	fecha	hora	costo_en_dolares	costo_en_pesos	nombre
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	12	43,36	31,06571	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	13	34,73	24,88266	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	14	35,91	25,72808	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	15	35,78	25,63494	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	16	35,34	25,3197	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	17	35,38	25,34835	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	18	32,88	23,5572	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	19	59,79	42,83714	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	20	121,2	86,83495	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	21	159,59	114,33985	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	22	147,99	106,02892	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	23	118,25	84,7214	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-24	24	85,95	61,57974	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	1	68,37	49,26879	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	2	62,18	44,80815	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	3	57,97	41,77434	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	4	57,97	41,77434	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	5	57,97	41,77434	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	6	61,52	44,33254	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	7	79,1	57,00104	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	8	120,94	87,15178	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	9	92,55	66,69338	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	10	52,83	38,07035	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	11	51,92	37,41459	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	12	44,57	32,11803	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	13	36,16	26,05762	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	14	34,18	24,63079	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	15	32,67	23,54266	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	16	32,67	23,54266	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	17	30,24	21,79155	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	18	35,45	25,54598	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	19	58,4	42,08421	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	20	66,55	47,95726	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	21	133,46	96,17395	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	22	138,64	99,90676	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	23	62,76	45,22611	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-25	24	45,56	32,83145	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	1	47,1	34,06979	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	2	46,69	33,77321	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	3	46,34	33,52004	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	4	40,48	29,28121	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	5	40,48	29,28121	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	6	45,55	32,94859	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	7	46,69	33,77321	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	8	51,95	37,57803	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	9	47,19	34,13489	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	10	34,87	25,22321	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	11	38,95	28,17448	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	12	34,78	25,15811	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	13	34,7	25,10025	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	14	19,09	13,80875	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	15	34,7	25,10025	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	16	32,57	23,55951	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	17	29,79	21,5486	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	18	31,29	22,63362	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	19	50,0	36,1675	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	20	57,2	41,37562	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	21	65,19	47,15519	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	22	71,54	51,74846	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	23	71,19	51,49529	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-26	24	65,56	47,42283	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	1	74,71	54,59956	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	2	75,25	54,99421	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	3	72,62	53,07215	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	4	72,03	52,64096	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	5	73,37	53,62026	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	6	74,24	54,25608	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	7	71,0	51,88822	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	8	74,04	54,10991	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	9	55,01	40,20241	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	10	35,02	25,59332	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	11	34,94	25,53485	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	12	37,27	27,23766	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	13	38,67	28,26081	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	14	39,62	28,95509	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	15	38,89	28,42159	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	16	34,8	25,43254	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	17	34,7	25,35945	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	18	33,99	24,84057	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	19	55,57	40,61167	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	20	77,87	56,90895	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	21	134,71	98,44876	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	22	132,34	96,71672	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	23	76,04	55,57155	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-27	24	72,27	52,81636	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	1	73,34	53,59834	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	2	68,56	50,10502	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	3	58,04	42,41679	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	4	47,42	34,65548	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	5	47,42	34,65548	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	6	47,42	34,65548	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	7	47,42	34,65548	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	8	47,42	34,65548	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	9	39,09	28,56775	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	10	31,46	22,9916	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	11	34,67	25,33753	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	12	39,42	28,80892	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	13	41,83	30,5702	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	14	41,83	30,5702	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	15	41,83	30,5702	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	16	38,14	27,87347	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	17	37,57	27,45691	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	18	37,57	27,45691	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	19	64,36	47,03558	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	20	162,65	118,86787	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	21	136,87	100,02733	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	22	161,1	117,7351	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	23	132,81	97,0602	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-28	24	115,4	84,33663	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	1	73,64	53,81758	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	2	72,24	52,79444	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	3	71,49	52,24632	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	4	71,49	52,24632	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	5	71,49	52,24632	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	6	71,62	52,34133	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	7	79,04	57,76401	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	8	138,0	100,85316	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	9	127,05	92,85068	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	10	59,44	43,43994	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	11	43,24	31,60066	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	12	46,27	33,81504	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	13	49,98	36,52638	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	14	44,25	32,33879	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	15	40,94	29,91977	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	16	39,79	29,07933	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	17	40,02	29,24742	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	18	35,58	26,00258	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	19	109,15	79,769	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	20	149,07	108,94334	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	21	164,94	120,54145	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	22	163,38	119,40137	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	23	163,38	119,40137	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-29	24	114,57	83,73005	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	1	62,76	45,78342	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	2	49,65	36,21968	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	3	49,47	36,08837	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	4	65,66	47,89897	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	5	70,19	51,20361	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	6	55,52	40,50184	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	7	49,5	36,11025	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	8	96,13	70,12684	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	9	118,5	86,44575	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	10	55,91	40,78635	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	11	46,84	34,16978	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	12	50,63	36,93459	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	13	49,04	35,77468	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	14	43,94	32,05423	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	15	40,35	29,43533	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	16	35,52	25,91184	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	17	35,49	25,88996	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	18	35,09	25,59816	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	19	80,02	58,37459	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	20	108,89	79,43526	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	21	138,11	100,75125	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	22	122,06	89,04277	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	23	62,02	45,24359	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-30	24	42,74	31,17883	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	1	64,9	47,77743	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	2	64,81	47,71118	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	3	40,71	29,96948	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	4	40,71	29,96948	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	5	47,04	34,62944	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	6	59,51	43,80948	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	7	63,81	46,97501	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	8	116,86	86,02883	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	9	126,7	93,27274	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	10	83,34	61,35241	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	11	57,47	42,30769	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	12	51,28	37,7508	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	13	49,72	36,60237	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	14	53,37	39,28939	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	15	45,34	33,37795	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	16	42,04	30,94859	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	17	35,91	26,43586	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	18	35,21	25,92055	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	19	80,49	59,25432	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	20	119,79	88,1858	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	21	145,42	107,05384	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	22	145,42	107,05384	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	23	109,98	80,96398	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-03-31	24	49,93	36,75697	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	1	50,77	37,16922	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	2	40,04	29,31368	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	3	46,37	33,94794	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	4	50,77	37,16922	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	5	50,77	37,16922	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	6	51,05	37,37422	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	7	71,82	52,58014	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	8	114,99	84,18533	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	9	100,71	73,7308	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	10	58,12	42,55023	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	11	36,4	26,6488	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	12	43,36	31,74429	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	13	44,87	32,84978	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	14	43,63	31,94196	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	15	35,79	26,20222	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	16	35,42	25,93134	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	17	34,54	25,28708	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	18	24,89	18,22222	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	19	64,81	47,44805	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	20	78,28	57,30957	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	21	99,4	72,77173	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	22	72,65	53,18779	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	23	53,67	39,29234	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-01	24	55,04	40,29533	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	1	58,26	42,05323	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	2	49,85	35,98273	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	3	50,02	36,10544	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	4	61,27	44,22591	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	5	69,11	49,88498	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	6	69,11	49,88498	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	7	69,11	49,88498	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	8	65,93	47,58959	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	9	57,93	41,81503	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	10	33,93	24,49135	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	11	38,33	27,66736	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	12	36,06	26,02883	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	13	34,0	24,54188	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	14	38,25	27,60962	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	15	36,16	26,10101	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	16	34,0	24,54188	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	17	31,23	22,54244	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	18	30,7	22,15987	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	19	46,47	33,54298	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	20	69,31	50,02934	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	21	69,31	50,02934	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	22	58,35	42,1182	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	23	49,47	35,70844	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-02	24	59,06	42,63069	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-03	1	72,32	52,20202	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-03	2	71,97	51,94939	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-04-03	3	71,97	51,94939	BA S/E CUMBRE 220 KV BP1
