"Time stamp","System power generated | (kW)","AC inverter output power | (W)","DC inverter input power | (W)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Weather file ambient temperature | (C)","Weather file beam irradiance | (W/m2)","Weather file diffuse irradiance | (W/m2)","Weather file global horizontal irradiance | (W/m2)"
"Oct 31, 02:00 am",0,0,0,10.7,0,10.7,0,0,0
"Oct 31, 03:00 am",0,0,0,10.3,0,10.3,0,0,0
"Oct 31, 04:00 am",0,0,0,9.9,0,9.9,0,0,0
"Oct 31, 05:00 am",0,0,0,9.5,0,9.5,0,0,0
"Oct 31, 06:00 am",0,0,0,6.30858,4.63902,7,0,5.9,5.9
"Oct 31, 07:00 am",67.2414,67241.4,73771.2,10.4409,82.9191,10.2,0,91.6,91.6
"Oct 31, 08:00 am",161.914,161914,170626,18.6114,197.127,13.4,41.6,169.1,188.4
"Oct 31, 09:00 am",151.527,151527,159982,21.1232,189.271,16.7,39.6,175.8,201.8
"Oct 31, 10:00 am",139.207,139207,147363,22.7397,177.732,19.6,28.9,167.5,191
"Oct 31, 11:00 am",338.916,338916,352673,29.9354,435.424,22.1,151.3,288.4,427.7
"Oct 31, 12:00 pm",605.527,605527,629309,40.3009,805.819,23.8,399.8,410.9,799.9
"Oct 31, 01:00 pm",811.856,811856,845452,45.7503,1089.3,24.6,1053.6,56.4,1075
"Oct 31, 02:00 pm",817.321,817321,851202,44.4004,1087.38,24,1042.2,55.6,995.4
"Oct 31, 03:00 pm",818.484,818484,852425,42.632,1074.25,23.1,1017.1,53.6,849.9
"Oct 31, 04:00 pm",798.99,798990,831920,40.8197,1029.53,22.1,970.9,50.1,650.1
"Oct 31, 05:00 pm",712.221,712221,740851,37.8355,891.904,20.9,882.2,44.2,413.3
"Oct 31, 06:00 pm",329.124,329124,342568,27.757,395.946,20.4,670.9,33,165.6
"Oct 31, 07:00 pm",0,0,0,17.2,0,17.2,0,0,0
"Oct 31, 08:00 pm",0,0,0,14.4,0,14.4,0,0,0
"Oct 31, 09:00 pm",0,0,0,12,0,12,0,0,0
"Oct 31, 10:00 pm",0,0,0,10.4,0,10.4,0,0,0
"Oct 31, 11:00 pm",0,0,0,9.5,0,9.5,0,0,0
"Nov 1, 12:00 am",0,0,0,10.4,0,10.4,0,0,0
"Nov 1, 01:00 am",0,0,0,9.7,0,9.7,0,0,0
"Nov 1, 02:00 am",0,0,0,8.9,0,8.9,0,0,0
"Nov 1, 03:00 am",0,0,0,9.4,0,9.4,0,0,0
"Nov 1, 04:00 am",0,0,0,9.8,0,9.8,0,0,0
"Nov 1, 05:00 am",0,0,0,10.3,0,10.3,0,0,0
"Nov 1, 06:00 am",0,0,0,9.89277,5.4253,10.5,0,6.9,6.9
"Nov 1, 07:00 am",452.581,452581,470251,26.4613,538.286,13.8,764.1,35.4,225
"Nov 1, 08:00 am",722.707,722707,751839,48.9886,949.76,17,928.5,44.1,476.4
"Nov 1, 09:00 am",790.23,790230,822712,50.7192,1062.48,20.1,1002.6,48.9,709.3
"Nov 1, 10:00 am",812.694,812694,846333,48.6901,1094.8,23,1042.2,51.8,900.6
"Nov 1, 11:00 am",818.516,818516,852459,47.6976,1104.61,25.3,1063.5,53.5,1034.2
"Nov 1, 12:00 pm",812.572,812572,846205,49.1953,1105.94,26,1072.7,54.2,1099.6
"Nov 1, 01:00 pm",816.507,816507,850345,48.0945,1106.07,27.1,1071.6,54.1,1091.6
"Nov 1, 02:00 pm",818.96,818960,852926,47.605,1103.76,27.9,1060.3,53.1,1010.9
"Nov 1, 03:00 pm",819.397,819397,853386,46.2178,1091.06,27.3,1036.2,51,864
"Nov 1, 04:00 pm",800.577,800577,833589,44.6633,1047.58,26.5,991.6,47.7,662.4
"Nov 1, 05:00 pm",716.686,716686,745529,41.9663,912.343,25.5,906.4,42.3,423.5
"Nov 1, 06:00 pm",340.027,340026,353819,31.6064,414.738,22.9,703.1,32,172.8
"Nov 1, 07:00 pm",0,0,0,19.8,0,19.8,0,0,0
"Nov 1, 08:00 pm",0,0,0,17.1,0,17.1,0,0,0
"Nov 1, 09:00 pm",0,0,0,15,0,15,0,0,0
"Nov 1, 10:00 pm",0,0,0,13.5,0,13.5,0,0,0
"Nov 1, 11:00 pm",0,0,0,12.8,0,12.8,0,0,0
"Nov 2, 12:00 am",0,0,0,11.4,0,11.4,0,0,0
"Nov 2, 01:00 am",0,0,0,10.9,0,10.9,0,0,0
"Nov 2, 02:00 am",0,0,0,10.3,0,10.3,0,0,0
"Nov 2, 03:00 am",0,0,0,10,0,10,0,0,0
"Nov 2, 04:00 am",0,0,0,9.6,0,9.6,0,0,0
"Nov 2, 05:00 am",0,0,0,9.2,0,9.2,0,0,0
"Nov 2, 06:00 am",0,0,0,8.13292,5.89706,8.7,0,7.5,7.5
"Nov 2, 07:00 am",76.4861,76486.1,83213.2,12.5978,94.2256,12,0,101,101
"Nov 2, 08:00 am",213.872,213872,223934,23.2341,262.071,15.3,74.7,198,232.9
"Nov 2, 09:00 am",803.209,803209,836356,46.5878,1062.28,18.5,1002.1,48.9,710.5
"Nov 2, 10:00 am",817.95,817950,851863,47.0042,1094.56,21.5,1041.1,52,901.2
"Nov 2, 11:00 am",823.366,823366,857563,46.1365,1104.33,24,1061.9,53.8,1034.3
"Nov 2, 12:00 pm",817.683,817683,851582,47.5316,1105.55,25.1,1070.6,54.7,1099.3
"Nov 2, 01:00 pm",821.114,821114,855193,46.7589,1106.45,26.2,1070,54.9,1092.1
"Nov 2, 02:00 pm",823.337,823337,857532,46.4312,1104.56,27.1,1059.1,54.1,1012.1
"Nov 2, 03:00 pm",823.726,823726,857942,45.0715,1091.95,26.5,1035.2,52.2,865.9
"Nov 2, 04:00 pm",804.27,804270,837472,43.7001,1048.55,25.7,990.7,49,664.7
"Nov 2, 05:00 pm",719.356,719356,748327,41.2804,913.429,24.8,905.5,43.5,426
"Nov 2, 06:00 pm",344.225,344225,358153,31.4581,419.443,23,702.4,32.9,175.1
"Nov 2, 07:00 pm",0,0,0,20,0,20,0,0,0
"Nov 2, 08:00 pm",0,0,0,17.5,0,17.5,0,0,0
"Nov 2, 09:00 pm",0,0,0,15.3,0,15.3,0,0,0
"Nov 2, 10:00 pm",0,0,0,13.8,0,13.8,0,0,0
"Nov 2, 11:00 pm",0,0,0,13.1,0,13.1,0,0,0
"Nov 3, 12:00 am",0,0,0,11.8,0,11.8,0,0,0
"Nov 3, 01:00 am",0,0,0,11.4,0,11.4,0,0,0
"Nov 3, 02:00 am",0,0,0,10.9,0,10.9,0,0,0
"Nov 3, 03:00 am",0,0,0,10.6,0,10.6,0,0,0
"Nov 3, 04:00 am",0,0,0,10.2,0,10.2,0,0,0
"Nov 3, 05:00 am",0,0,0,9.8,0,9.8,0,0,0
"Nov 3, 06:00 am",0,0,0,8.4596,6.60471,9,0,8.4,8.4
"Nov 3, 07:00 am",466.388,466388,484570,25.1782,551.956,12.3,767.3,37.7,231.7
"Nov 3, 08:00 am",738.3,738300,768188,46.1088,959.494,15.6,932.9,47.8,485.6
"Nov 3, 09:00 am",799.968,799968,832949,50.3343,1074.25,18.8,1008,53.8,721
"Nov 3, 10:00 am",825.352,825352,859653,47.9373,1108.82,21.6,1048.3,57.9,914.5
"Nov 3, 11:00 am",831.453,831453,866076,47.2735,1120.47,24,1070.2,60.5,1050
"Nov 3, 12:00 pm",823.464,823464,857666,49.6194,1122.96,25.5,1079.8,61.9,1116.6
"Nov 3, 01:00 pm",826.055,826055,860394,48.7681,1122.31,26.5,1078,61.7,1107.7
"Nov 3, 02:00 pm",827.109,827109,861503,48.3154,1118.2,27.3,1065.5,60.2,1025.2
"Nov 3, 03:00 pm",827.245,827245,861645,46.496,1103.03,26.6,1040,57.4,876.2
"Nov 3, 04:00 pm",806.419,806419,839732,44.8576,1056.36,25.8,993.3,53.1,671.9
"Nov 3, 05:00 pm",720.052,720052,749057,42.0737,917.321,24.8,905,46.5,430.5
"Nov 3, 06:00 pm",345.738,345738,359715,33.0933,423.765,24.3,698.4,34.6,177.6
"Nov 3, 07:00 pm",0,0,0,21.4,0,21.4,0,0,0
"Nov 3, 08:00 pm",0,0,0,18.9,0,18.9,0,0,0
"Nov 3, 09:00 pm",0,0,0,16.6,0,16.6,0,0,0
"Nov 3, 10:00 pm",0,0,0,14.9,0,14.9,0,0,0
"Nov 3, 11:00 pm",0,0,0,14.1,0,14.1,0,0,0
"Nov 4, 12:00 am",0,0,0,11.4,0,11.4,0,0,0
"Nov 4, 01:00 am",0,0,0,10.8,0,10.8,0,0,0
"Nov 4, 02:00 am",0,0,0,10.1,0,10.1,0,0,0
"Nov 4, 03:00 am",0,0,0,9.7,0,9.7,0,0,0
"Nov 4, 04:00 am",0,0,0,9.3,0,9.3,0,0,0
"Nov 4, 05:00 am",0,0,0,8.8,0,8.8,0,0,0
"Nov 4, 06:00 am",0,0,0,6.09625,7.07648,6.6,0,9,9
"Nov 4, 07:00 am",464.905,464905,483032,23.8566,547.491,9.9,755.1,37.4,229.8
"Nov 4, 08:00 am",729.071,729071,758510,45.3956,944.839,13.2,918.3,47.1,479.7
"Nov 4, 09:00 am",803.114,803114,836257,45.4801,1057.67,16.5,992.6,52.6,710.9
"Nov 4, 10:00 am",823.286,823286,857479,44.5345,1091.08,19.5,1031.9,56.1,900.5
"Nov 4, 11:00 am",828.915,828915,863404,43.8331,1101.78,22,1052.8,58.2,1032.6
"Nov 4, 12:00 pm",815.822,815822,849624,47.4932,1102.94,24.3,1061.2,59.1,1096.7
"Nov 4, 01:00 pm",818.408,818408,852346,46.6802,1102.53,25.3,1059.6,59,1088.3
"Nov 4, 02:00 pm",819.399,819399,853388,46.3064,1098.8,26.1,1047.6,57.8,1007.8
"Nov 4, 03:00 pm",818.543,818543,852487,44.7316,1083.71,25.4,1022.5,55.3,861.6
"Nov 4, 04:00 pm",797.727,797727,830593,43.0031,1037.3,24.5,976,51.4,661.1
"Nov 4, 05:00 pm",712.197,712197,740826,40.1499,900.535,23.4,888.6,45.3,424
"Nov 4, 06:00 pm",345.777,345777,359755,30.5182,419.561,22.5,685,34.1,175.8
"Nov 4, 07:00 pm",0,0,0,19.4,0,19.4,0,0,0
"Nov 4, 08:00 pm",0,0,0,16.7,0,16.7,0,0,0
"Nov 4, 09:00 pm",0,0,0,14.6,0,14.6,0,0,0
"Nov 4, 10:00 pm",0,0,0,13.2,0,13.2,0,0,0
"Nov 4, 11:00 pm",0,0,0,12.5,0,12.5,0,0,0
"Nov 5, 12:00 am",0,0,0,10,0,10,0,0,0
"Nov 5, 01:00 am",0,0,0,9.3,0,9.3,0,0,0
"Nov 5, 02:00 am",0,0,0,8.6,0,8.6,0,0,0
"Nov 5, 03:00 am",0,0,0,8.7,0,8.7,0,0,0
"Nov 5, 04:00 am",0,0,0,8.7,0,8.7,0,0,0
"Nov 5, 05:00 am",0,0,0,8.7,0,8.7,0,0,0
"Nov 5, 06:00 am",0,0,0,6.77199,7.54824,7.3,0,9.6,9.6
"Nov 5, 07:00 am",462.088,462088,480110,23.6357,543.708,10.6,743.2,37.6,228.5
"Nov 5, 08:00 am",720.253,720253,749267,45.6193,934.29,13.8,906.8,47.3,476
"Nov 5, 09:00 am",787.295,787295,819627,47.984,1047.24,17.1,981.5,53,705.5
"Nov 5, 10:00 am",811.329,811329,844897,46.1249,1082.01,20.1,1021.6,56.7,893.9
"Nov 5, 11:00 am",817.886,817886,851795,45.4093,1093.88,22.7,1043.1,59,1025.7
"Nov 5, 12:00 pm",816.049,816050,849864,45.8242,1095.92,24.1,1052,60.1,1089.8
"Nov 5, 01:00 pm",819.406,819406,853395,44.9408,1096.27,25.2,1051.1,60.1,1082.2
"Nov 5, 02:00 pm",820.159,820159,854188,44.6708,1092.71,26.1,1039.6,58.8,1002.8
"Nov 5, 03:00 pm",819.182,819182,853160,43.1093,1077.67,25.3,1014.8,56.4,858
"Nov 5, 04:00 pm",798.345,798345,831242,41.334,1031.41,24.3,968.8,52.3,659
"Nov 5, 05:00 pm",712.2,712200,740828,38.585,895.183,23.1,881.5,46.1,423.5
"Nov 5, 06:00 pm",347.078,347078,361099,30.5371,421.035,22.3,679.2,34.7,176.7
"Nov 5, 07:00 pm",0,0,0,19.1,0,19.1,0,0,0
"Nov 5, 08:00 pm",0,0,0,16.2,0,16.2,0,0,0
"Nov 5, 09:00 pm",0,0,0,14,0,14,0,0,0
"Nov 5, 10:00 pm",0,0,0,12.4,0,12.4,0,0,0
"Nov 5, 11:00 pm",0,0,0,11.7,0,11.7,0,0,0
"Nov 6, 12:00 am",0,0,0,10.2,0,10.2,0,0,0
"Nov 6, 01:00 am",0,0,0,9.6,0,9.6,0,0,0
"Nov 6, 02:00 am",0,0,0,9,0,9,0,0,0
"Nov 6, 03:00 am",0,0,0,8.6,0,8.6,0,0,0
"Nov 6, 04:00 am",0,0,0,8.2,0,8.2,0,0,0
"Nov 6, 05:00 am",0,0,0,7.7,0,7.7,0,0,0
"Nov 6, 06:00 am",0,0,0,5.85453,8.09864,6.4,0,10.3,10.3
"Nov 6, 07:00 am",470.6,470600,488940,21.9251,550.219,9.8,745.9,38.5,231.4
"Nov 6, 08:00 am",741.461,741461,771504,39.4354,938.887,13.3,909.8,48.5,480.2
"Nov 6, 09:00 am",798.296,798296,831190,45.954,1053.46,16.7,985.8,54.5,711
"Nov 6, 10:00 am",817.934,817934,851847,45.751,1089.34,19.8,1026.6,58.4,900.9
"Nov 6, 11:00 am",824.538,824538,858796,45.2917,1102.41,22.4,1048.9,60.9,1033.9
"Nov 6, 12:00 pm",820.182,820182,854212,46.6444,1105.21,23.4,1058.4,62.1,1099
"Nov 6, 01:00 pm",824.348,824348,858596,45.4482,1105.24,24.7,1057.4,61.9,1091.2
"Nov 6, 02:00 pm",825.724,825724,860045,44.968,1101.57,25.7,1046,60.5,1011.4
"Nov 6, 03:00 pm",824.417,824417,858669,43.383,1085.89,25.1,1021.1,57.8,865.7
"Nov 6, 04:00 pm",801.954,801954,835037,42.0559,1039.19,24.4,975,53.5,665.7
"Nov 6, 05:00 pm",715.219,715218,743991,39.6031,902.722,23.5,888,47,428.9
"Nov 6, 06:00 pm",353.197,353197,367417,31.4285,429.728,22.9,686.8,35.4,180.5
"Nov 6, 07:00 pm",0,0,0,19.9,0,19.9,0,0,0
"Nov 6, 08:00 pm",0,0,0,17.4,0,17.4,0,0,0
"Nov 6, 09:00 pm",0,0,0,15.4,0,15.4,0,0,0
"Nov 6, 10:00 pm",0,0,0,14.1,0,14.1,0,0,0
"Nov 6, 11:00 pm",0,0,0,13.5,0,13.5,0,0,0
"Nov 7, 12:00 am",0,0,0,12.1,0,12.1,0,0,0
"Nov 7, 01:00 am",0,0,0,11.9,0,11.9,0,0,0
"Nov 7, 02:00 am",0,0,0,11.6,0,11.6,0,0,0
"Nov 7, 03:00 am",0,0,0,11.4,0,11.4,0,0,0
"Nov 7, 04:00 am",0,0,0,11.2,0,11.2,0,0,0
"Nov 7, 05:00 am",0,0,0,10.9,0,10.9,0,0,0
"Nov 7, 06:00 am",0,0,0,8.79816,28.353,9.9,196.8,11,18
"Nov 7, 07:00 am",469.428,469428,487724,26.8625,558.927,13.2,754.1,38.6,235.1
"Nov 7, 08:00 am",717.991,717991,746896,49.2712,945.4,16.6,916.5,48.5,484.7
"Nov 7, 09:00 am",790.053,790053,822526,49.8811,1059.26,19.8,991.7,54.3,716.1
"Nov 7, 10:00 am",814.285,814285,848007,48.1566,1095.05,22.7,1032.2,58.1,906.2
"Nov 7, 11:00 am",821.121,821121,855200,47.5621,1107.9,25.1,1054.2,60.4,1039.3
"Nov 7, 12:00 pm",811.894,811894,845491,50.3369,1110.46,26.9,1063.5,61.4,1104.3
"Nov 7, 01:00 pm",815.123,815123,848889,49.4449,1110.56,27.9,1062.6,61.2,1096.6
"Nov 7, 02:00 pm",816.145,816145,849964,49.0747,1106.88,28.7,1051.4,59.8,1016.7
"Nov 7, 03:00 pm",815.6,815600,849391,47.2877,1091.15,27.8,1026.8,57.1,870.8
"Nov 7, 04:00 pm",795.791,795791,828557,45.3602,1044.88,26.7,981.3,52.9,670.6
"Nov 7, 05:00 pm",712.934,712934,741597,42.2564,909.393,25.5,895.6,46.5,433.4
"Nov 7, 06:00 pm",359.611,359611,374041,32.4143,438.999,23.9,698,35.2,184.3
"Nov 7, 07:00 pm",0,0,0,20.8,0,20.8,0,0,0
"Nov 7, 08:00 pm",0,0,0,18.1,0,18.1,0,0,0
"Nov 7, 09:00 pm",0,0,0,15.7,0,15.7,0,0,0
"Nov 7, 10:00 pm",0,0,0,14.1,0,14.1,0,0,0
"Nov 7, 11:00 pm",0,0,0,13.2,0,13.2,0,0,0
"Nov 8, 12:00 am",0,0,0,11,0,11,0,0,0
"Nov 8, 01:00 am",0,0,0,10.5,0,10.5,0,0,0
"Nov 8, 02:00 am",0,0,0,9.9,0,9.9,0,0,0
"Nov 8, 03:00 am",0,0,0,9.4,0,9.4,0,0,0
"Nov 8, 04:00 am",0,0,0,8.8,0,8.8,0,0,0
"Nov 8, 05:00 am",0,0,0,8.2,0,8.2,0,0,0
"Nov 8, 06:00 am",0,0,0,5.40179,35.6502,6.4,339.1,0,7.5
"Nov 8, 07:00 am",97.1643,97164.3,104345,11.0721,117.322,9.7,4.1,118.1,119.2
"Nov 8, 08:00 am",742.868,742868,772979,42.2176,951.254,13.1,924.2,47.3,488.5
"Nov 8, 09:00 am",807.323,807323,840684,45.5602,1063.99,16.4,998.1,52.8,719.9
"Nov 8, 10:00 am",828.707,828707,863185,44.6196,1098.98,19.4,1037.8,56.2,910
"Nov 8, 11:00 am",833.333,833333,871454,43.6834,1111.6,21.9,1059.4,58.3,1042.9
"Nov 8, 12:00 pm",824.031,824031,858262,47.4336,1114.07,24,1068.5,59.2,1107.9
"Nov 8, 01:00 pm",828.639,828639,863113,46.1815,1114.42,24.8,1067.9,59,1100.5
"Nov 8, 02:00 pm",830.784,830784,865372,45.5229,1110.97,25.5,1057.1,57.7,1021
"Nov 8, 03:00 pm",830.581,830581,865158,43.7028,1095.65,24.9,1033.1,55.2,875.3
"Nov 8, 04:00 pm",810.838,810838,844380,41.9544,1050.64,24.1,988.9,51.3,675.4
"Nov 8, 05:00 pm",727.531,727531,756896,39.2429,917.37,23.2,905.6,45.3,438.2
"Nov 8, 06:00 pm",370.866,370866,385670,30.9436,450.012,21.9,713.3,34.6,188.5
"Nov 8, 07:00 pm",0,0,0,18.9,0,18.9,0,0,0
"Nov 8, 08:00 pm",0,0,0,16.4,0,16.4,0,0,0
"Nov 8, 09:00 pm",0,0,0,14.4,0,14.4,0,0,0
"Nov 8, 10:00 pm",0,0,0,13.2,0,13.2,0,0,0
"Nov 8, 11:00 pm",0,0,0,12.7,0,12.7,0,0,0
"Nov 9, 12:00 am",0,0,0,11.5,0,11.5,0,0,0
"Nov 9, 01:00 am",0,0,0,11.3,0,11.3,0,0,0
"Nov 9, 02:00 am",0,0,0,10.9,0,10.9,0,0,0
"Nov 9, 03:00 am",0,0,0,10.9,0,10.9,0,0,0
"Nov 9, 04:00 am",0,0,0,10.8,0,10.8,0,0,0
"Nov 9, 05:00 am",0,0,0,10.7,0,10.7,0,0,0
"Nov 9, 06:00 am",0,0,0,9.77456,60.1353,10.1,245.8,11.7,21.5
"Nov 9, 07:00 am",486.308,486308,505242,27.7573,580.907,13.6,781.7,37.1,243.4
"Nov 9, 08:00 am",729.321,729321,758772,49.6336,962.067,17.1,937.4,45.9,494.4
"Nov 9, 09:00 am",795.577,795577,828332,51.3057,1073.13,20.4,1009.4,50.9,726.7
"Nov 9, 10:00 am",820.14,820140,854168,49.1202,1107.44,23.4,1048.3,54,917.3
"Nov 9, 11:00 am",827.438,827438,861850,48.2486,1119.71,25.8,1069.4,55.9,1050.7
"Nov 9, 12:00 pm",818.788,818788,852745,50.8413,1122.38,27.8,1078.6,56.7,1116.2
"Nov 9, 01:00 pm",821.948,821948,856071,49.8728,1122,29,1077.1,56.7,1108.2
"Nov 9, 02:00 pm",822.78,822780,856946,49.5021,1118.03,29.9,1065.6,55.8,1027.9
"Nov 9, 03:00 pm",822.405,822405,856551,47.681,1102.27,28.9,1041.1,53.7,881.5
"Nov 9, 04:00 pm",803.057,803057,836196,45.9799,1057.38,27.8,996.9,50.2,680.8
"Nov 9, 05:00 pm",721.523,721523,750598,43.1945,924.142,26.5,913.6,44.6,442.8
"Nov 9, 06:00 pm",373.869,373869,388773,34.1318,459.06,24.5,723.5,34.4,192.2
"Nov 9, 07:00 pm",0,0,0,21.2,0,21.2,0,0,0
"Nov 9, 08:00 pm",0,0,0,18.4,0,18.4,0,0,0
"Nov 9, 09:00 pm",0,0,0,16,0,16,0,0,0
"Nov 9, 10:00 pm",0,0,0,14.3,0,14.3,0,0,0
"Nov 9, 11:00 pm",0,0,0,13.4,0,13.4,0,0,0
"Nov 10, 12:00 am",0,0,0,11.2,0,11.2,0,0,0
"Nov 10, 01:00 am",0,0,0,10.5,0,10.5,0,0,0
"Nov 10, 02:00 am",0,0,0,9.8,0,9.8,0,0,0
"Nov 10, 03:00 am",0,0,0,10.3,0,10.3,0,0,0
"Nov 10, 04:00 am",0,0,0,10.7,0,10.7,0,0,0
"Nov 10, 05:00 am",0,0,0,11.1,0,11.1,0,0,0
"Nov 10, 06:00 am",0,0,576.649,11.1518,62.335,11.4,244.6,12.3,22.5
"Nov 10, 07:00 am",481.405,481405,500153,28.7464,577.179,14.7,769.7,38,242.3
"Nov 10, 08:00 am",718.076,718076,746985,50.9355,952.266,18.1,925.1,47.4,491.3
"Nov 10, 09:00 am",785.412,785412,817648,52.2617,1063.53,21.2,997.4,52.9,721.7
"Nov 10, 10:00 am",809.948,809948,843445,50.2441,1098.61,24,1036.2,56.6,910.8
"Nov 10, 11:00 am",817.141,817141,851012,49.4622,1111.13,26.4,1056.9,58.9,1042.8
"Nov 10, 12:00 pm",807.897,807897,841287,52.2157,1113.6,28.2,1065.4,60.1,1107.4
"Nov 10, 01:00 pm",810.465,810465,843989,51.4339,1113.29,29.1,1064.1,60,1099.6
"Nov 10, 02:00 pm",811.849,811849,845444,50.7431,1108.68,29.9,1052.4,58.8,1020.1
"Nov 10, 03:00 pm",811.302,811302,844868,48.7056,1091.83,29,1027.5,56.3,874.7
"Nov 10, 04:00 pm",791.331,791331,823868,46.8728,1045.66,28,982.4,52.4,675.5
"Nov 10, 05:00 pm",709.878,709878,738396,43.9781,912.097,26.8,898,46.4,439.5
"Nov 10, 06:00 pm",371.152,371152,385965,34.0139,455.432,24.6,706.7,35.5,191.2
"Nov 10, 07:00 pm",0,0,0,21.5,0,21.5,0,0,0
"Nov 10, 08:00 pm",0,0,0,18.8,0,18.8,0,0,0
"Nov 10, 09:00 pm",0,0,0,16.8,0,16.8,0,0,0
"Nov 10, 10:00 pm",0,0,0,15.5,0,15.5,0,0,0
"Nov 10, 11:00 pm",0,0,0,14.9,0,14.9,0,0,0
"Nov 11, 12:00 am",0,0,0,14,0,14,0,0,0
"Nov 11, 01:00 am",0,0,0,13.7,0,13.7,0,0,0
"Nov 11, 02:00 am",0,0,0,13.4,0,13.4,0,0,0
"Nov 11, 03:00 am",0,0,0,13.1,0,13.1,0,0,0
"Nov 11, 04:00 am",0,0,0,12.7,0,12.7,0,0,0
"Nov 11, 05:00 am",0,0,0,12.3,0,12.3,0,0,0
"Nov 11, 06:00 am",2.64315,2643.15,7888.04,10.1711,63.9319,10.4,239.8,12.8,23.2
"Nov 11, 07:00 am",479.116,479116,497777,27.8433,572.489,13.7,757.1,38.7,240.8
"Nov 11, 08:00 am",711.248,711248,739831,50.8667,942.97,16.9,914.2,48.3,488
"Nov 11, 09:00 am",784.057,784057,816224,50.6931,1054.94,20.3,987.5,54,717
"Nov 11, 10:00 am",809.641,809641,843122,48.6371,1091.08,23.3,1027.1,57.7,905.2
"Nov 11, 11:00 am",817.282,817282,851160,47.9319,1104.49,25.8,1048.3,60.1,1036.7
"Nov 11, 12:00 pm",803.151,803152,836296,52.2713,1107.28,28.4,1057.2,61.1,1101.2
"Nov 11, 01:00 pm",807.621,807621,840997,51.2429,1108.52,29.5,1057.5,61,1095
"Nov 11, 02:00 pm",809.466,809466,842937,50.6458,1105.01,30.5,1047.2,59.7,1017.2
"Nov 11, 03:00 pm",809.977,809977,843475,48.4883,1089.15,29.4,1023.7,57.1,873.7
"Nov 11, 04:00 pm",791.292,791292,823828,46.4947,1044.14,28.2,980.1,53,676.2
"Nov 11, 05:00 pm",711.526,711526,740123,43.4461,912.442,26.8,897.6,46.8,441.4
"Nov 11, 06:00 pm",376.149,376149,391129,33.9042,461.23,24.5,709.1,35.9,193.8
"Nov 11, 07:00 pm",0,0,0,21.2,0,21.2,0,0,0
"Nov 11, 08:00 pm",0,0,0,18.3,0,18.3,0,0,0
"Nov 11, 09:00 pm",0,0,0,16.3,0,16.3,0,0,0
"Nov 11, 10:00 pm",0,0,0,15.1,0,15.1,0,0,0
"Nov 11, 11:00 pm",0,0,0,14.6,0,14.6,0,0,0
"Nov 12, 12:00 am",0,0,0,13.7,0,13.7,0,0,0
"Nov 12, 01:00 am",0,0,0,13.3,0,13.3,0,0,0
"Nov 12, 02:00 am",0,0,0,12.8,0,12.8,0,0,0
"Nov 12, 03:00 am",0,0,0,12.6,0,12.6,0,0,0
"Nov 12, 04:00 am",0,0,0,12.3,0,12.3,0,0,0
"Nov 12, 05:00 am",0,0,0,12,0,12,0,0,0
"Nov 12, 06:00 am",9.64535,9645.35,15021.6,9.68162,69.239,9.8,266.4,13.3,25.3
"Nov 12, 07:00 am",495.562,495562,514851,28.1698,592.843,13,783.7,38.7,248.9
"Nov 12, 08:00 am",730.689,730689,760207,50.3882,967.134,16.2,939.8,48.1,501.1
"Nov 12, 09:00 am",807.071,807071,840418,49.3136,1080.18,19.5,1013.2,53.6,734.7
"Nov 12, 10:00 am",829.602,829602,864127,48.3301,1116.91,22.6,1053.2,57.2,927
"Nov 12, 11:00 am",833.333,833333,872148,47.7817,1131.07,25.1,1075.2,59.4,1061.8
"Nov 12, 12:00 pm",825.41,825410,859715,51.6279,1135.32,27.5,1085.5,60.4,1128.9
"Nov 12, 01:00 pm",827.795,827795,862224,50.9843,1135.33,28.7,1084.6,60.3,1121.7
"Nov 12, 02:00 pm",827.918,827918,862354,50.7548,1131.02,29.7,1073.7,58.9,1041.7
"Nov 12, 03:00 pm",826.629,826629,860998,49.1329,1114.78,29,1049.9,56.4,895.3
"Nov 12, 04:00 pm",806.943,806944,840284,47.6226,1069.97,28.1,1006.7,52.4,694.1
"Nov 12, 05:00 pm",726.762,726762,756090,44.9759,937.973,27.1,925.1,46.4,455
"Nov 12, 06:00 pm",390.161,390161,405617,36.1553,482.369,25.6,740,35.8,202.4
"Nov 12, 07:00 pm",0,0,0,22.5755,2.67075,22.5,90,0.8,1
"Nov 12, 08:00 pm",0,0,0,19.8,0,19.8,0,0,0
"Nov 12, 09:00 pm",0,0,0,17.6,0,17.6,0,0,0
"Nov 12, 10:00 pm",0,0,0,16.2,0,16.2,0,0,0
"Nov 12, 11:00 pm",0,0,0,15.5,0,15.5,0,0,0
"Nov 13, 12:00 am",0,0,0,12.9,0,12.9,0,0,0
"Nov 13, 01:00 am",0,0,0,12.3,0,12.3,0,0,0
"Nov 13, 02:00 am",0,0,0,11.6,0,11.6,0,0,0
"Nov 13, 03:00 am",0,0,0,11.2,0,11.2,0,0,0
"Nov 13, 04:00 am",0,0,0,10.8,0,10.8,0,0,0
"Nov 13, 05:00 am",0,0,0,10.3,0,10.3,0,0,0
"Nov 13, 06:00 am",16.1169,16116.9,21616.2,9.80789,73.5574,9.8,286.6,13.5,26.9
"Nov 13, 07:00 am",505.768,505768,525453,27.4308,603.376,13.2,796.9,38.2,252.9
