barra_mnemotecnico	barra_referencia_mnemotecnico	fecha	hora	costo_en_dolares	costo_en_pesos	nombre
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	7	39,0	30,38568	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	8	36,68	28,57812	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	9	32,0	24,93184	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	10	31,62	24,63577	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	11	33,44	26,05377	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	12	35,3	27,50294	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	13	35,3	27,50294	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	14	34,3	26,72382	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	15	31,73	24,72148	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	16	31,62	24,63577	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	17	31,75	24,73706	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	18	34,13	26,59137	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	19	35,48	27,64318	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	20	38,82	30,24544	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	21	47,26	36,82121	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	22	52,1	40,59215	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	23	52,1	40,59215	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-08	24	49,72	38,73785	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	1	37,72	29,38841	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	2	36,82	28,6872	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	3	36,82	28,6872	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	4	36,82	28,6872	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	5	36,82	28,6872	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	6	36,75	28,63266	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	7	34,8	27,11338	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	8	33,53	26,12389	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	9	27,42	21,36347	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	10	27,42	21,36347	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	11	28,43	22,15038	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	12	31,12	24,24621	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	13	27,6	21,50371	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	14	27,32	21,28556	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	15	28,0	21,81536	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	16	28,87	22,49319	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	17	29,09	22,6646	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	18	29,09	22,6646	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	19	32,9	25,63305	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	20	37,33	29,08455	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	21	43,99	34,27349	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	22	51,56	40,17143	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	23	46,5	36,22908	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-09	24	44,5	34,67084	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	1	37,74	29,40399	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	2	37,74	29,40399	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	3	35,72	27,83017	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	4	35,07	27,32374	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	5	40,32	31,41412	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	6	40,32	31,41412	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	7	40,32	31,41412	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	8	38,18	29,7468	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	9	33,63	26,20181	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	10	33,39	26,01482	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	11	32,1	25,00975	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	12	32,62	25,41489	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	13	34,46	26,84848	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	14	35,52	27,67434	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	15	35,52	27,67434	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	16	35,52	27,67434	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	17	35,27	27,47956	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	18	33,99	26,48229	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	19	33,38	26,00703	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	20	35,72	27,83017	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	21	42,27	32,9334	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	22	45,91	35,7694	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	23	45,91	35,7694	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-10	24	37,93	29,55202	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	1	36,62	28,88586	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	2	37,82	29,83242	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	3	37,82	29,83242	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	4	37,82	29,83242	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	5	37,82	29,83242	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	6	37,82	29,83242	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	7	37,82	29,83242	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	8	35,81	28,24693	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	9	32,85	25,91208	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	10	33,19	26,18027	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	11	34,55	27,25304	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	12	35,95	28,35736	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	13	36,86	29,07517	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	14	36,86	29,07517	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	15	45,37	35,78786	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	16	49,63	39,14814	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	17	45,92	36,2217	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	18	33,17	26,1645	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	19	35,65	28,12072	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	20	39,66	31,28381	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	21	47,99	37,85451	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	22	52,07	41,07282	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	23	52,96	41,77485	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-11	24	51,59	40,69419	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	1	40,04	31,86704	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	2	37,17	29,58286	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	3	36,16	28,77902	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	4	35,29	28,08661	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	5	36,53	29,0735	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	6	37,19	29,59878	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	7	40,01	31,84316	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	8	46,08	36,67415	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	9	40,65	32,35252	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	10	35,68	28,397	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	11	35,22	28,03089	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	12	36,21	28,81881	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	13	36,02	28,6676	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	14	33,88	26,96441	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	15	33,79	26,89279	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	16	34,24	27,25093	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	17	34,16	27,18726	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	18	31,53	25,0941	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	19	32,83	26,12874	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	20	36,07	28,70739	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	21	36,29	28,88249	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	22	36,7	29,2088	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	23	36,7	29,2088	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-12	24	36,7	29,2088	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	1	34,35	27,22169	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	2	33,87	26,8413	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	3	33,63	26,6511	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	4	33,63	26,6511	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	5	33,63	26,6511	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	6	33,88	26,84922	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	7	34,43	27,28509	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	8	34,95	27,69718	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	9	31,38	24,86802	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	10	31,38	24,86802	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	11	36,02	28,54513	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	12	36,63	29,02854	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	13	35,75	28,33116	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	14	32,69	25,90617	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	15	32,51	25,76352	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	16	35,8	28,37078	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	17	33,82	26,80167	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	18	35,58	28,19644	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	19	35,96	28,49758	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	20	40,16	31,826	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	21	41,89	33,19699	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	22	39,92	31,6358	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	23	35,46	28,10134	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-13	24	35,46	28,10134	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	1	33,71	26,5746	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	2	34,42	27,13432	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	3	34,42	27,13432	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	4	34,42	27,13432	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	5	34,42	27,13432	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	6	35,38	27,89112	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	7	36,07	28,43506	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	8	34,65	27,31563	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	9	31,42	24,76933	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	10	31,11	24,52495	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	11	31,11	24,52495	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	12	31,11	24,52495	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	13	31,86	25,11619	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	14	32,99	26,00701	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	15	36,01	28,38776	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	16	36,0	28,37988	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	17	33,31	26,25927	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	18	33,31	26,25927	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	19	39,54	31,17057	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	20	47,99	37,83196	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	21	55,52	43,76808	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	22	73,1	57,62692	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	23	57,2	45,09248	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-14	24	47,99	37,83196	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	1	43,58	34,65133	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	2	37,02	29,43534	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	3	37,02	29,43534	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	4	37,02	29,43534	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	5	36,16	28,75154	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	6	35,91	28,55276	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	7	35,44	28,17905	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	8	32,12	25,53925	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	9	28,79	22,8915	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	10	28,79	22,8915	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	11	31,94	25,39613	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	12	33,88	26,93867	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	13	31,32	24,90316	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	14	30,92	24,58511	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	15	30,92	24,58511	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	16	30,38	24,15575	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	17	29,68	23,59916	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	18	29,68	23,59916	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	19	31,51	25,05423	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	20	35,46	28,19496	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	21	43,43	34,53206	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	22	53,28	42,36399	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	23	50,34	40,02634	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-15	24	36,18	28,76744	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	1	34,32	27,28852	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	2	34,32	27,28852	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	3	34,32	27,28852	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	4	34,32	27,28852	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	5	34,32	27,28852	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	6	34,14	27,1454	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	7	30,81	24,49765	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	8	29,97	23,82975	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	9	26,48	21,05478	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	10	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	11	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	12	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	13	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	14	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	15	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	16	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	17	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	18	24,28	19,30551	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	19	28,13	22,36673	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	20	34,61	27,5191	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	21	35,73	28,40964	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	22	42,3	33,63358	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	23	36,11	28,71178	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-16	24	33,91	26,96252	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	1	34,59	27,5032	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	2	34,59	27,5032	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	3	33,87	26,93071	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	4	34,06	27,08179	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	5	34,59	27,5032	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	6	34,59	27,5032	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	7	34,64	27,54296	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	8	34,81	27,67813	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	9	32,73	26,02428	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	10	32,64	25,95272	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	11	30,81	24,49765	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	12	30,79	24,48174	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	13	30,79	24,48174	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	14	30,85	24,52945	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	15	31,08	24,71233	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	16	33,21	26,40594	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	17	34,04	27,06588	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	18	31,56	25,09399	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	19	33,5	26,63652	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	20	37,18	29,56256	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	21	39,91	31,73324	BA S/E CUMBRES 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2020-02-17	22	46,21	36,7425	BA S/E CUMBRES 220 KV BP1
